id,name,team,nationality,position,start_date,end_date,is_loan,appearances,source
af-30512,Iago Falqué,Juventus,,,2008-08-01,2012-01-16,false,1,api_football_team_496
af-55552,A. Ebwelle,Valencia CF,,,2014-07-01,2016-07-20,false,1,api_football_team_532
af-16903,E. Bassey,FC Barcelona,,,2017-01-31,,true,1,api_football_team_529
af-40264,Goku Román,FC Barcelona,,,2014-07-01,2015-07-01,false,1,api_football_team_529
af-40266,Juan Cámara,FC Barcelona,,,2017-07-01,2018-08-09,false,1,api_football_team_529
af-33305,David Concha,FC Barcelona,,,2017-08-11,2018-01-31,true,1,api_football_team_529
af-47154,Alberto Varó,FC Barcelona,,,2016-07-01,,true,1,api_football_team_529
af-47118,Dani Romera,FC Barcelona,,,2016-01-04,2017-07-17,false,1,api_football_team_529
af-87810,Xemi,FC Barcelona,,,2015-12-28,2017-07-18,false,1,api_football_team_529
af-46696,Rodri,FC Barcelona,,,2014-07-01,2014-08-29,false,1,api_football_team_529
af-14331,Borja López,FC Barcelona,,,2016-01-27,2017-07-06,false,1,api_football_team_529
af-79111,Sergio Ayala,FC Barcelona,,,2014-07-01,2014-07-14,false,1,api_football_team_532
af-79111,Sergio Ayala,Valencia CF,,,2014-07-14,2017-07-25,false,1,api_football_team_532
af-56947,Miguel Ángel,FC Barcelona,,,2013-07-01,2013-08-22,false,1,api_football_team_529
af-46719,B. Tabla,FC Barcelona,,,2018-01-25,2020-01-15,false,1,api_football_team_529
af-47011,S. Araújo,FC Barcelona,,,2012-07-17,,true,1,api_football_team_529
af-27031,Nili,FC Barcelona,,,2016-07-02,2017-09-01,false,1,api_football_team_529
af-1859,Luis Alberto,FC Barcelona,,,2012-08-15,,true,1,api_football_team_536
af-135,J. Murillo,FC Barcelona,,,2019-01-02,,true,1,api_football_team_532
af-2330,Joan Campins,FC Barcelona,,,2016-07-01,2016-08-13,false,1,api_football_team_529
af-127347,Robert Costa,FC Barcelona,,,2014-07-01,2016-07-01,false,1,api_football_team_529
af-854,M. Cáceres,FC Barcelona,,,2008-07-01,2011-07-01,false,1,api_football_team_529
af-854,M. Cáceres,Juventus,,,2009-08-05,,true,1,api_football_team_529
af-854,M. Cáceres,Sevilla FC,,,2011-07-01,2012-07-01,false,1,api_football_team_536
af-182530,A. Abou,FC Porto,,,2015-07-18,,false,1,api_football_team_529
af-21,Paco Alcácer,FC Barcelona,,,2016-08-30,,false,1,api_football_team_532
af-21,Paco Alcácer,Borussia Dortmund,,,2019-07-01,2020-01-30,false,1,api_football_team_165
af-104902,Jesús Alfaro,FC Barcelona,,,2016-07-02,2018-01-17,false,1,api_football_team_529
af-47140,Dani Nieto,FC Barcelona,,,2013-07-11,2014-07-31,false,1,api_football_team_529
af-47578,Christian Rivera,FC Barcelona,,,2018-01-11,,true,1,api_football_team_529
af-42238,Víctor Vázquez,Club Brugge,,,2011-07-01,,false,1,api_football_team_529
af-149,I. Rakitić,FC Barcelona,,,2014-07-01,2020-09-01,false,1,api_football_team_536
af-149,I. Rakitić,Sevilla FC,,,2020-09-01,2024-01-30,false,1,api_football_team_536
af-1692,Xavi Quintillà,FC Barcelona,,,2017-07-01,2017-09-01,false,1,api_football_team_529
af-47419,José Arnáiz,FC Barcelona,,,2017-08-27,,false,1,api_football_team_529
af-124,J. Cillessen,FC Barcelona,,,2016-08-25,2019-07-01,false,1,api_football_team_529
af-124,J. Cillessen,Valencia CF,,,2019-07-01,2022-08-08,false,1,api_football_team_532
af-2060,M. El Haddadi,Valencia CF,,,2016-08-30,2017-07-01,true,1,api_football_team_532
af-2060,M. El Haddadi,FC Barcelona,,,2018-07-01,2019-01-11,false,1,api_football_team_529
af-2060,M. El Haddadi,Sevilla FC,,,2019-01-11,2022-08-31,false,1,api_football_team_536
af-139,S. Umtiti,FC Barcelona,,,2016-07-15,,false,1,api_football_team_80
af-139,S. Umtiti,Lille OSC,,,2023-07-22,,false,1,api_football_team_529
af-872,M. Pjanić,FC Barcelona,,,2022-07-01,2022-09-07,false,1,api_football_team_529
af-872,M. Pjanić,Besiktas,,,2021-09-02,2022-07-01,true,1,api_football_team_529
af-67955,Carles Pérez,AS Roma,,,2020-09-01,2023-07-01,false,1,api_football_team_497
af-129657,Enric Franquesa,FC Barcelona,,,2017-07-01,2017-07-02,false,1,api_football_team_529
af-46725,R. Manaj,FC Barcelona,,,2022-07-01,2022-07-12,false,1,api_football_team_529
af-213,K. Baldé,Lazio,,,2012-07-01,2017-08-30,false,1,api_football_team_487
af-104942,M. McGuane,FC Barcelona,,,2018-01-30,,false,1,api_football_team_42
af-1566,Emerson Royal,FC Barcelona,,,2021-07-01,2021-08-31,false,1,api_football_team_529
af-1566,Emerson Royal,Tottenham Hotspur,,,2021-08-31,2024-08-12,false,1,api_football_team_47
af-207921,Gustavo Maia,FC Barcelona,,,2020-08-06,2021-08-27,false,1,api_football_team_529
af-276,Neymar,FC Barcelona,,,2013-07-01,2017-08-03,false,1,api_football_team_529
af-276,Neymar,Paris Saint-Germain,,,2017-08-03,2023-08-15,false,1,api_football_team_85
af-147,Philippe Coutinho,FC Barcelona,,,2020-09-01,,false,1,api_football_team_157
af-147,Philippe Coutinho,Bayern Munich,,,2019-08-19,2020-09-01,true,1,api_football_team_157
af-147,Philippe Coutinho,Aston Villa,,,2022-06-10,,false,1,api_football_team_529
af-2737,M. Braithwaite,FC Barcelona,,,2020-02-20,2022-09-01,false,1,api_football_team_529
af-667,M. Depay,FC Barcelona,,,2021-07-01,,false,1,api_football_team_80
af-667,M. Depay,Atletico Madrid,,,2023-01-20,2024-09-09,false,1,api_football_team_530
af-9925,Matheus Fernandes,FC Barcelona,,,2020-08-04,2021-07-09,false,1,api_football_team_529
af-340279,Vitor Roque,FC Barcelona,,,2025-02-26,2025-02-28,true,1,api_football_team_529
af-47479,Moi Delgado,FC Barcelona,,,2016-01-01,,false,1,api_football_team_536
af-47229,Fali,FC Barcelona,,,2016-01-07,2018-01-31,true,1,api_football_team_529
af-107148,Ignasi Vilarrasa,FC Barcelona,,,2019-01-03,,false,1,api_football_team_529
af-63542,M. Hongla,FC Barcelona,,,2018-01-16,,true,1,api_football_team_529
af-47429,David Costas,FC Barcelona,,,2017-08-31,2018-07-01,true,1,api_football_team_529
af-336555,Estanis,FC Barcelona,,,2021-07-20,2024-07-01,false,1,api_football_team_529
af-47530,Sergio Akieme,FC Barcelona,,,2021-07-01,2021-07-07,false,1,api_football_team_529
af-46785,Adrián Ortolá,FC Barcelona,,,2017-07-01,2019-07-12,false,1,api_football_team_529
af-141,M. Wagué,FC Barcelona,,,2021-07-01,2022-07-22,false,1,api_football_team_529
af-18965,Martín Montoya,Inter Milan,,,2015-07-03,2016-02-01,true,1,api_football_team_505
af-18965,Martín Montoya,FC Barcelona,,,2016-06-01,2016-08-01,false,1,api_football_team_529
af-18965,Martín Montoya,Valencia CF,,,2016-08-01,2018-08-09,false,1,api_football_team_532
af-246,L. de Jong,FC Barcelona,,,2021-08-31,,true,1,api_football_team_536
af-38735,S. Dest,AC Milan,,,2022-09-01,2023-07-01,true,1,api_football_team_489
af-38735,S. Dest,FC Barcelona,,,2023-07-01,,false,1,api_football_team_489
af-38735,S. Dest,PSV Eindhoven,,,2024-06-29,,false,1,api_football_team_529
af-2115,A. Halilović,FC Barcelona,,,2014-07-01,2016-07-21,false,1,api_football_team_529
af-153,O. Dembélé,FC Barcelona,,,2017-08-25,,false,1,api_football_team_165
af-153,O. Dembélé,Paris Saint-Germain,,,2023-08-12,,false,1,api_football_team_85
af-162473,Arnau Tenas,Paris Saint-Germain,,,2023-07-30,2025-08-28,false,1,api_football_team_85
af-135775,Ansu Fati,FC Barcelona,,,2024-07-01,2025-07-01,false,1,api_football_team_529
af-135775,Ansu Fati,Monaco,,,2025-07-01,,true,1,api_football_team_529
af-18765,André Gomes,FC Barcelona,,,2016-07-26,,false,1,api_football_team_532
af-18765,André Gomes,Everton FC,,,2019-07-01,,false,1,api_football_team_529
af-336560,Álex Valle,FC Barcelona,,,2025-07-01,2025-07-01,false,1,api_football_team_529
af-336560,Álex Valle,Celtic FC,,,2024-08-28,2025-01-27,true,1,api_football_team_529
af-2484,Y. Mina,FC Barcelona,,,2018-01-11,2018-08-09,false,1,api_football_team_529
af-2484,Y. Mina,Everton FC,,,2018-08-09,2023-08-03,false,1,api_football_team_45
af-2299,Pedro,Chelsea FC,,,2015-08-20,2020-09-01,false,1,api_football_team_49
af-1841,Patric,Lazio,,,2015-07-01,,false,1,api_football_team_487
af-150,Arthur,FC Barcelona,,,2018-07-09,2020-09-01,false,1,api_football_team_529
af-150,Arthur,Juventus,,,2020-09-01,,false,1,api_football_team_529
af-910,A. Sánchez,FC Barcelona,,,2011-07-21,2014-07-10,false,1,api_football_team_529
af-910,A. Sánchez,Arsenal FC,,,2014-07-10,2018-01-22,false,1,api_football_team_42
af-134,Juan Miranda,FC Barcelona,,,2020-09-01,2021-07-01,false,1,api_football_team_529
af-563,Álex Grimaldo,Benfica,,,2016-01-04,,false,1,api_football_team_529
af-18794,Kiko Femenía,FC Barcelona,,,2011-08-15,2013-08-26,false,1,api_football_team_529
af-18794,Kiko Femenía,Real Madrid,,,2013-08-26,,false,1,api_football_team_541
af-181421,A. Ezzalzouli,FC Barcelona,,,2023-07-01,2023-09-01,false,1,api_football_team_529
af-1439,Héctor Bellerín,FC Barcelona,,,2022-09-01,,false,1,api_football_team_42
af-1439,Héctor Bellerín,Sporting CP,,,2023-01-31,,false,1,api_football_team_529
af-1564,Junior Firpo,FC Barcelona,,,2019-08-04,2021-07-06,false,1,api_football_team_529
af-1561,Marc Bartra,Borussia Dortmund,,,2016-07-01,2018-01-30,false,1,api_football_team_165
af-47007,Ruíz de Galarreta,FC Barcelona,,,2017-07-17,,false,1,api_football_team_529
af-285909,Pablo Torre,FC Barcelona,,,2024-07-01,2025-07-14,false,1,api_football_team_529
af-56,A. Griezmann,FC Barcelona,,,2019-07-12,2023-07-01,false,1,api_football_team_530
af-56,A. Griezmann,Atletico Madrid,,,2023-07-01,,false,1,api_football_team_530
af-133,C. Lenglet,FC Barcelona,,,2025-07-01,,false,1,api_football_team_530
af-133,C. Lenglet,Tottenham Hotspur,,,2022-07-08,2023-07-01,true,1,api_football_team_47
af-133,C. Lenglet,Aston Villa,,,2023-09-01,2024-07-01,true,1,api_football_team_66
af-133,C. Lenglet,Atletico Madrid,,,2025-06-09,2025-07-01,false,1,api_football_team_530
af-521,R. Lewandowski,FC Barcelona,,,2022-07-19,,false,1,api_football_team_157
af-931,Ferran Torres,FC Barcelona,,,2022-01-11,,false,1,api_football_team_50
af-1496,Raphinha,FC Barcelona,,,2022-07-15,,false,1,api_football_team_529
af-1323,Dani Olmo,FC Barcelona,,,2024-08-09,,false,1,api_football_team_173
af-18949,Oriol Romeu,Chelsea FC,,,2011-07-25,,false,1,api_football_team_529
af-18949,Oriol Romeu,FC Barcelona,,,2025-07-01,2025-11-05,true,1,api_football_team_529
af-340626,Fermín,FC Barcelona,,,2023-07-01,,false,1,api_football_team_529
af-538,F. de Jong,FC Barcelona,,,2019-07-01,,false,1,api_football_team_529
af-1257,J. Koundé,FC Barcelona,,,2022-07-28,,false,1,api_football_team_536
af-619,Eric García,FC Barcelona,,,2024-07-01,,false,1,api_football_team_529
af-2282,A. Christensen,FC Barcelona,,,2022-07-04,,false,1,api_football_team_49
af-126,Iñaki Peña,Galatasaray,,,2022-01-31,2022-07-01,true,1,api_football_team_529
af-126,Iñaki Peña,FC Barcelona,,,2022-07-01,2025-08-27,false,1,api_football_team_529
af-127,M. ter Stegen,FC Barcelona,,,2014-07-01,,false,1,api_football_team_163
af-101814,R. Araújo,FC Barcelona,,,2018-08-30,,false,1,api_football_team_529
af-2670,Íñigo Martínez,FC Barcelona,,,2023-07-05,2025-08-08,false,1,api_football_team_529
af-2670,Íñigo Martínez,Al Nassr,,,2025-08-08,,false,1,api_football_team_529
af-1461,Denis Suárez,FC Barcelona,,,2016-07-04,2019-07-01,false,1,api_football_team_529
af-1461,Denis Suárez,Sevilla FC,,,2014-07-02,,true,1,api_football_team_536
af-1461,Denis Suárez,Arsenal FC,,,2019-01-31,,true,1,api_football_team_42
af-47414,Gumbau,FC Barcelona,,,2014-07-11,2017-07-12,false,1,api_football_team_529
af-122734,Ferran Jutglà,Club Brugge,,,2022-06-15,,false,1,api_football_team_529
af-143,Carles Aleñá,FC Barcelona,,,2021-07-01,2021-07-10,false,1,api_football_team_529
af-23,Sergio Gómez,Borussia Dortmund,,,2018-01-31,2021-07-01,false,1,api_football_team_165
af-51051,J. Araujo,FC Barcelona,,,2024-07-01,2024-08-13,false,1,api_football_team_529
af-912,Neto,FC Barcelona,,,2019-07-01,,false,1,api_football_team_532
af-130,Nélson Semedo,FC Barcelona,,,2017-07-14,2020-09-23,false,1,api_football_team_529
af-138,J. Todibo,FC Barcelona,,,2021-07-01,2021-07-02,false,1,api_football_team_529
af-138,J. Todibo,Benfica,,,2020-10-05,,true,1,api_football_team_529
af-633,İ. Gündoğan,FC Barcelona,,,2023-07-01,2024-08-23,false,1,api_football_team_50
af-633,İ. Gündoğan,Manchester City,,,2024-08-23,2025-09-02,false,1,api_football_team_50
af-161933,Nico González,Valencia CF,,,2022-08-13,2023-07-01,true,1,api_football_team_532
af-161933,Nico González,FC Barcelona,,,2023-07-01,,false,1,api_football_team_532
af-161933,Nico González,FC Porto,,,2023-07-29,,false,1,api_football_team_529
af-18753,Adama Traoré,Aston Villa,,,2015-08-14,2016-08-31,false,1,api_football_team_66
af-18753,Adama Traoré,FC Barcelona,,,2022-01-29,2022-07-01,true,1,api_football_team_529
af-131,Jorge Cuenca,FC Barcelona,,,2017-07-18,2020-09-22,false,1,api_football_team_529
af-583,João Félix,FC Barcelona,,,2023-09-01,2024-07-01,true,1,api_football_team_530
af-583,João Félix,Atletico Madrid,,,2024-07-01,2024-08-21,false,1,api_football_team_530
af-392270,Marc Guiu,Chelsea FC,,,2024-07-01,,false,1,api_football_team_529
af-47380,Marc Cucurella,FC Barcelona,,,2019-07-16,2020-09-01,false,1,api_football_team_529
af-2724,L. Digne,FC Barcelona,,,2016-07-15,,false,1,api_football_team_85
af-2724,L. Digne,Everton FC,,,2018-08-01,2022-01-13,false,1,api_football_team_45
af-30529,Marlon,FC Barcelona,,,2018-07-01,2018-08-16,false,1,api_football_team_529
af-48490,Jordi Quintillà,FC Barcelona,,,2014-07-01,2014-07-12,false,1,api_football_team_529
af-48496,J. Guillemenot,FC Barcelona,,,2016-07-18,2017-09-01,false,1,api_football_team_529
af-161929,K. de La Fuente,Marseille,,,2021-07-01,,false,1,api_football_team_529
af-11137,A. Manneh,FC Barcelona,,,2018-06-01,2019-07-01,false,1,api_football_team_529
af-33249,Sergi Samper,FC Barcelona,,,2018-07-01,2019-03-07,false,1,api_football_team_529
af-151,A. Vidal,FC Barcelona,,,2018-08-03,,false,1,api_football_team_157
af-151,A. Vidal,Inter Milan,,,2020-09-22,2022-07-14,false,1,api_football_team_505
af-38124,L. Reis,FC Barcelona,,,2019-07-01,2021-07-01,false,1,api_football_team_529
af-33085,Hiroki Abe,FC Barcelona,,,2019-07-15,,false,1,api_football_team_529
af-131294,Y. Demir,FC Barcelona,,,2021-07-09,2022-01-13,true,1,api_football_team_529
af-1586,Cristian Tello,FC Porto,,,2014-07-16,,true,1,api_football_team_529
af-1586,Cristian Tello,Fiorentina,,,2016-08-16,2017-06-30,true,1,api_football_team_502
af-1586,Cristian Tello,FC Barcelona,,,2017-06-30,,false,1,api_football_team_502
af-146,Álex Collado,FC Barcelona,,,2023-07-01,2023-07-28,false,1,api_football_team_529
af-1642,F. Kessié,FC Barcelona,,,2022-07-04,,false,1,api_football_team_489
af-1465,P. Aubameyang,Chelsea FC,,,2022-09-01,2023-07-21,false,1,api_football_team_49
af-156,Malcom,FC Barcelona,,,2018-07-24,2019-08-02,false,1,api_football_team_529
af-855,João Cancelo,FC Barcelona,,,2026-01-12,,true,1,api_football_team_529
af-855,João Cancelo,Manchester City,,,2024-07-01,2024-08-27,false,1,api_football_team_50
af-163466,L. Carević,FC Barcelona,,,2017-07-01,2022-07-01,false,1,api_football_team_529
af-263530,Pau Victor,FC Barcelona,,,2024-07-24,2025-07-25,false,1,api_football_team_529
af-41112,Trincão,FC Barcelona,,,2022-07-01,2023-07-01,false,1,api_football_team_529
af-41112,Trincão,Sporting CP,,,2023-07-01,,false,1,api_football_team_529
af-154,L. Messi,Paris Saint-Germain,,,2021-08-10,2023-07-15,false,1,api_football_team_85
af-157,L. Suárez,FC Barcelona,,,2014-07-15,,false,1,api_football_team_40
af-157,L. Suárez,Atletico Madrid,,,2020-09-24,2022-07-27,false,1,api_football_team_530
af-144,Sergio Busquets,Inter Miami,,,2023-07-16,,false,1,api_football_team_529
af-128,Jordi Alba,FC Barcelona,,,2012-07-01,,false,1,api_football_team_532
af-128,Jordi Alba,Inter Miami,,,2023-07-20,,false,1,api_football_team_529
af-182718,Joan García,FC Barcelona,,,2025-07-01,,false,1,api_football_team_529
af-356797,L. Román,FC Barcelona,,,2025-01-31,2025-02-01,true,1,api_football_team_529
af-386829,Biel Vicens,FC Barcelona,,,2025-02-01,2025-02-03,true,1,api_football_team_529
af-491087,Pedro Fernández,FC Barcelona,,,2025-08-14,2026-01-25,false,1,api_football_team_529
af-491087,Pedro Fernández,Paris Saint-Germain,,,2026-01-25,,false,1,api_football_team_85
af-909,M. Rashford,FC Barcelona,,,2025-07-23,,true,1,api_football_team_33
af-182556,Alan Godoy,FC Barcelona,,,2026-01-11,2026-01-12,true,1,api_football_team_529
af-568001,X. Espart,FC Barcelona,,,2025-10-17,,false,1,api_football_team_529
af-457214,J. Onstein,FC Barcelona,,,2026-01-30,,false,1,api_football_team_529
af-640018,Adrian Gill,FC Barcelona,,,2026-01-25,2026-01-26,true,1,api_football_team_529
af-579244,Juan Hernández,FC Barcelona,,,2025-10-17,,false,1,api_football_team_529
af-543468,Eder Aller,FC Barcelona,,,2025-08-31,,false,1,api_football_team_529
af-446061,Landry Cephas,FC Barcelona,,,2025-05-02,,false,1,api_football_team_529
af-414433,P. PacÃ­fico,FC Barcelona,,,2026-02-01,,true,1,api_football_team_529
af-325993,E. Sali,FC Barcelona,,,2017-06-29,,false,1,api_football_team_529
af-338958,R. Bardghji,FC Barcelona,,,2025-07-14,,false,1,api_football_team_529
af-441290,E. Košpo,Fiorentina,,,2025-07-14,,false,1,api_football_team_502
