id,name,team,nationality,position,start_date,end_date,is_loan,appearances,source
142750,L. González,FC Porto,,,2012-01-31,2014-01-27,false,1,api_football_team_212
142750,L. González,Inter Miami,,,2020-07-06,2024-01-07,false,1,api_football_team_9568
142754,J. Mascherano,West Ham United,,,2006-09-01,2007-02-01,false,1,api_football_team_48
142754,J. Mascherano,Liverpool FC,,,2007-02-01,2010-08-01,false,1,api_football_team_48
142754,J. Mascherano,FC Barcelona,,,2010-08-29,,false,1,api_football_team_40
142822,J. Gutiérrez,Newcastle United,,,2014-07-01,2015-09-01,false,1,api_football_team_34
143001,C. Tevez,West Ham United,,,2006-08-31,2007-08-01,false,1,api_football_team_48
143001,C. Tevez,Manchester United,,,2007-08-01,2009-07-14,false,1,api_football_team_48
143001,C. Tevez,Manchester City,,,2009-07-14,2013-07-01,false,1,api_football_team_50
143001,Carlos Alberto Tevez,Juventus,AR,ST,2013-07-01,2015-07-13,false,1,kaggle_sofifa
143121,J. Sosa,Bayern Munich,,,2010-07-01,2010-08-23,false,1,api_football_team_157
143121,J. Sosa,Napoli,,,2010-08-23,2011-07-22,false,1,api_football_team_492
143121,J. Sosa,Atletico Madrid,,,2014-01-02,2016-08-17,true,1,api_football_team_530
143121,J. Sosa,AC Milan,AR,CAM,2016-08-17,2017-09-08,false,1,api_football_team_549
143121,J. Sosa,Trabzonspor,,,2017-09-08,2020-08-21,true,1,api_football_team_998
143121,J. Sosa,Fenerbahce,,,2020-08-21,,false,1,api_football_team_998
143745,A. Turan,Galatasaray,,,2010-07-23,2011-01-06,false,1,api_football_team_645
143745,A. Turan,Atletico Madrid,,,2011-08-10,2013-07-01,false,1,api_football_team_645
143745,A. Turan,Sporting CP,,,2013-07-01,2013-08-28,false,1,api_football_team_228
143745,A. Turan,FC Barcelona,,,2016-01-04,2020-08-05,false,1,api_football_team_530
143745,A. Turan,FC Barcelona,,,2020-01-04,2020-08-05,true,1,api_football_team_529
143745,A. Turan,Galatasaray,,,2020-08-05,,false,1,api_football_team_645
143809,M. Demir,Trabzonspor,,,2017-06-30,2017-07-15,false,1,api_football_team_998
144622,Raffael Caetano de Araújo,Dynamo Kyiv,,,2012-07-27,2013-07-01,false,1,api_football_team_572
144622,Raffael Caetano de Araújo,Borussia Mönchengladbach,BR,CF,2013-07-01,2018-08-30,false,1,api_football_team_572
144622,R. Araújo,FC Barcelona,,,2018-08-30,,false,1,api_football_team_529
14487,S. Simonsen,Everton FC,,,1998-07-01,2004-08-01,false,1,api_football_team_45
14487,S. Simonsen,Rangers FC,,,2013-09-13,2015-07-21,false,1,api_football_team_257
146296,Andrés Eduardo Fernández Moreno,FC Porto,ES,GK,2014-07-30,2014-08-16,false,1,kaggle_sofifa
146296,Alberto Moreno,Liverpool FC,,,2014-08-16,2019-07-09,false,1,api_football_team_40
146296,Alberto Moreno,Atletico Madrid,,,2024-07-01,2025-07-01,false,1,api_football_team_530
146296,Alberto Moreno,Aston Villa,,,2025-07-01,2025-08-22,true,1,api_football_team_66
146296,Alberto Moreno,Atletico Madrid,,,2026-03-12,,false,1,api_football_team_530
146530,Daniel Alves da Silva,FC Barcelona,BR,RB,2008-07-01,2016-07-01,false,1,kaggle_sofifa
146530,Daniel Alves da Silva,Juventus,BR,RB,2016-07-01,2017-07-12,false,1,kaggle_sofifa
146741,Álvaro Arbeloa Coca,Real Madrid,,,2009-07-29,2016-08-31,false,1,api_football_team_40
146963,J. Pinola,Atletico Madrid,,,2003-08-01,2005-08-01,false,1,api_football_team_530
147004,Joan Verdú Fernández,Fiorentina,,,2015-08-28,2016-02-01,false,1,api_football_team_502
148803,K. Huntelaar,Real Madrid,,,2009-01-01,2009-08-07,false,1,api_football_team_194
148803,K. Huntelaar,AC Milan,,,2009-08-07,2010-08-31,false,1,api_football_team_489
148803,K. Huntelaar,Ajax,NL,ST,2017-07-01,2021-01-19,false,1,api_football_team_194
148854,R. Schaken,Feyenoord,,,2010-07-01,2015-01-09,false,1,api_football_team_209
149184,Christian Maggio,Fiorentina,,,2003-08-01,2006-07-01,false,1,api_football_team_502
149184,Christian Maggio,Napoli,IT,RB,2008-07-01,2018-07-06,false,1,api_football_team_492
149309,A. Rosati,Napoli,IT,GK,2011-07-01,2015-01-16,false,1,api_football_team_492
149309,A. Rosati,Fiorentina,,,2015-01-16,2015-07-16,false,1,api_football_team_502
149825,Daryl Michael Murphy,Newcastle United,IE,ST,2016-08-28,2017-07-21,false,1,api_football_team_34
150106,Avraam Papadopoulos,Trabzonspor,,,2014-08-31,2015-02-01,false,1,api_football_team_998
150106,A. Papadopoulos,Borussia Dortmund,,,2021-07-12,2024-07-01,false,1,api_football_team_165
150477,R. Salin,Sporting CP,FR,GK,2017-07-29,2019-07-01,false,1,api_football_team_228
150516,Ł. Podolski,Bayern Munich,,,2006-07-01,2009-08-01,false,1,api_football_team_157
150516,Ł. Podolski,Arsenal FC,DE,LM,2012-07-01,2015-01-05,false,1,api_football_team_42
150516,Ł. Podolski,Inter Milan,,,2015-01-05,2015-07-04,true,1,api_football_team_505
150516,Ł. Podolski,Galatasaray,,,2015-07-04,2017-07-01,false,1,api_football_team_645
150565,Henri Bedimo Nsamè,Lyon,CM,LB,2013-08-01,2016-06-23,false,1,api_football_team_80
150565,Henri Bedimo Nsamè,Marseille,,,2016-07-01,,false,1,api_football_team_81
150590,C. Jallet,Paris Saint-Germain,,,2009-07-06,2014-07-23,false,1,api_football_team_85
150590,C. Jallet,Lyon,FR,RB,2014-07-23,2017-07-18,false,1,api_football_team_80
150724,Charles Joseph John Hart,Tottenham Hotspur,GB,GK,2020-08-18,2021-08-03,false,1,kaggle_sofifa
151508,S. Davis,Tottenham Hotspur,,,2004-08-01,2005-08-01,false,1,api_football_team_47
152554,G. Clichy,Arsenal FC,,,2003-08-04,2011-07-04,false,1,api_football_team_42
152554,G. Clichy,Manchester City,,,2011-07-05,,false,1,api_football_team_42
152718,Ricardo Vaz Tê,West Ham United,,,2012-01-31,2015-01-18,false,1,api_football_team_48
152741,Mike Williamson,Newcastle United,GB,CB,2010-01-27,2016-01-29,false,1,api_football_team_34
152747,Aaron Lennon,Tottenham Hotspur,GB,RM,2005-06-15,2015-09-01,false,1,kaggle_sofifa
152747,A. Lennon,Tottenham Hotspur,,,2015-06-01,2015-09-01,false,1,api_football_team_45
152747,A. Lennon,Everton FC,,,2015-09-01,2018-01-23,false,1,api_football_team_45
152908,A. Young,Inter Milan,GB,LM,2020-01-17,2021-07-01,false,1,api_football_team_505
152908,A. Young,Everton FC,,,2023-07-13,2025-07-23,false,1,api_football_team_45
153175,Jaime Gavilán Martínez,Valencia CF,,,2006-07-01,2008-01-01,false,1,api_football_team_532
153175,Jaime Gavilán Martínez,FC Porto,,,2012-07-07,2012-08-29,false,1,api_football_team_212
153175,Jaime Gavilán Martínez,Bayern Munich,,,2012-08-29,2013-01-01,false,1,api_football_team_157
153175,Juan Manuel Martínez,Boca Juniors,AR,ST,2013-01-01,2014-01-24,false,1,kaggle_sofifa
153175,Josep Martínez,Sevilla FC,,,2014-01-24,2014-07-01,false,1,api_football_team_536
153175,Jaime Gavilán Martínez,Juventus,,,2014-07-01,2015-07-15,false,1,api_football_team_496
153175,Jaime Gavilán Martínez,Atletico Madrid,,,2015-07-15,2020-07-15,false,1,api_football_team_212
153175,Jaime Gavilán Martínez,RB Leipzig,,,2020-07-15,2023-01-18,false,1,api_football_team_173
153175,Jaime Gavilán Martínez,Inter Miami,,,2023-01-18,2024-02-06,false,1,api_football_team_9568
153175,Jaime Gavilán Martínez,Inter Milan,,,2024-07-09,,false,1,api_football_team_505
153177,M. Zárate,Inter Milan,,,2011-08-31,2012-07-01,true,1,api_football_team_487
153177,M. Zárate,Lazio,,,2012-07-01,2013-07-15,false,1,api_football_team_487
153177,Mauro Matías Zárate,West Ham United,AR,ST,2014-07-01,2016-01-21,false,1,kaggle_sofifa
153177,M. Zárate,West Ham United,,,2015-06-01,2016-01-21,false,1,api_football_team_48
153177,M. Zárate,Fiorentina,AR,ST,2016-01-21,2017-01-25,false,1,api_football_team_502
153244,A. Gignac,Marseille,,,2010-08-16,2015-06-20,false,1,api_football_team_81
153296,Yoann  Gourcuff,AC Milan,,,2006-08-01,2008-08-01,false,1,api_football_team_489
153296,Yoann  Gourcuff,Lyon,,,2010-08-24,2015-09-14,false,1,api_football_team_80
153298,Arnold Mvuemba,Lyon,,,2012-09-04,,false,1,api_football_team_80
154634,M. Pasqual,Fiorentina,,,2005-08-01,2016-07-01,false,1,api_football_team_502
155267,R. Friend,Borussia Mönchengladbach,,,2007-08-01,2010-07-01,false,1,api_football_team_163
155946,Robert Snodgrass,West Ham United,GB,RM,2017-01-27,2017-08-25,false,1,kaggle_sofifa
155946,R. Snodgrass,Aston Villa,,,2017-08-25,2018-07-01,true,1,api_football_team_66
155946,R. Snodgrass,West Ham United,,,2018-07-01,,false,1,api_football_team_66
155979,Ross McCormack,Aston Villa,,,2017-07-01,2020-09-18,false,1,api_football_team_66
156271,Marcelo Boeck,Sporting CP,,,2011-07-01,2016-01-27,false,1,api_football_team_228
156616,F. Ribéry,Galatasaray,,,2005-01-01,2005-07-01,false,1,api_football_team_645
156616,F. Ribéry,Marseille,,,2005-07-01,2007-07-01,false,1,api_football_team_645
156616,F. Ribéry,Fiorentina,FR,LM,2019-08-21,2021-09-11,false,1,api_football_team_502
156650,Yoan Gouffran,Newcastle United,,,2013-01-24,2017-08-02,false,1,api_football_team_34
156655,Edson René Braafheid,Bayern Munich,,,2009-06-10,2010-02-01,false,1,api_football_team_157
156655,Edson René Braafheid,Celtic FC,,,2010-02-01,2014-08-01,true,1,api_football_team_157
156655,Edson René Braafheid,Lazio,NL,LB,2014-08-01,2016-08-17,false,1,api_football_team_487
156688,André Almeida,Benfica,,,2011-07-01,2011-08-01,false,1,api_football_team_211
156688,Aílton José Almeida,Al Hilal,,,2015-07-01,2022-08-25,false,1,api_football_team_2932
156688,André Almeida,Valencia CF,,,2022-08-25,,false,1,api_football_team_532
156722,Mathieu Flamini,Arsenal FC,,,2004-08-01,2008-08-01,false,1,api_football_team_81
156722,Mathieu Flamini,AC Milan,,,2008-08-01,2013-08-29,false,1,api_football_team_489
156988,A. Nocerino,Juventus,,,2007-08-01,2008-08-01,false,1,api_football_team_496
156988,Antonio Nocerino,AC Milan,IT,CM,2011-08-01,2014-01-25,false,1,kaggle_sofifa
156988,A. Nocerino,West Ham United,,,2014-01-25,2014-07-01,true,1,api_football_team_489
156988,A. Nocerino,AC Milan,,,2014-07-01,,false,1,api_football_team_48
156988,A. Nocerino,AC Milan,,,2015-06-01,2016-02-19,false,1,api_football_team_489
15723,Dirk Kuijt,Liverpool FC,,,2006-08-19,2012-07-01,false,1,api_football_team_40
15723,Dirk Kuijt,Fenerbahce,,,2012-07-01,2015-07-01,false,1,api_football_team_40
157304,Thomas Vermaelen,Arsenal FC,,,2009-07-01,2014-08-09,false,1,api_football_team_42
157304,Thomas Vermaelen,FC Barcelona,,,2014-08-09,2016-08-08,false,1,api_football_team_42
157304,Thomas Vermaelen,FC Barcelona,BE,CB,2014-08-11,2016-08-08,false,1,kaggle_sofifa
157304,Thomas Vermaelen,AS Roma,,,2016-08-08,2017-07-01,true,1,api_football_team_497
157304,Thomas Vermaelen,FC Barcelona,,,2017-07-01,,false,1,api_football_team_497
157310,Sylvain Marveaux,Newcastle United,,,2015-06-01,2016-07-15,false,1,api_football_team_34
157392,Benoît Assou-Ekotto,Tottenham Hotspur,,,2014-07-01,2015-07-01,false,1,api_football_team_47
157395,T. Sebastian,RB Leipzig,DE,CB,2010-07-01,2016-01-14,false,1,api_football_team_173
157503,Alexandre Dimitri Song-Billong,Arsenal FC,,,2005-08-14,2012-08-20,false,1,api_football_team_42
157503,Alexandre Dimitri Song-Billong,FC Barcelona,,,2012-08-20,2015-09-01,false,1,api_football_team_42
157503,Alexandre Dimitri Song-Billong,West Ham United,,,2015-09-01,,true,1,api_football_team_48
157597,Niko Kranjčar,Tottenham Hotspur,,,2009-09-01,2012-07-01,false,1,api_football_team_47
157597,Niko Kranjčar,Dynamo Kyiv,,,2012-07-01,2016-07-01,false,1,api_football_team_47
157597,Niko Kranjčar,Dynamo Kyiv,,,2015-06-01,2016-04-01,false,1,api_football_team_572
157804,S. Carson,Liverpool FC,,,2005-01-21,2005-08-01,false,1,api_football_team_40
158626,M. Debuchy,Newcastle United,,,2013-01-04,2014-07-17,false,1,api_football_team_79
158626,M. Debuchy,Arsenal FC,,,2016-07-01,2018-01-31,false,1,api_football_team_42
158718,R. Colombo,Napoli,,,2011-07-12,2015-07-14,false,1,api_football_team_492
158810,G. İnler,Napoli,,,2011-07-11,2015-08-19,false,1,api_football_team_492
158810,G. İnler,Besiktas,,,2023-09-14,,false,1,api_football_team_549
158932,Erkan Zengin,Trabzonspor,SE,LW,2015-01-21,2015-07-01,false,1,api_football_team_998
158932,E. Zengin,Fenerbahce,,,2015-07-01,2016-08-25,false,1,api_football_team_611
158963,L. Biglia,Lazio,,,2013-07-01,2017-07-16,false,1,api_football_team_487
158963,Lucas Rodrigo Biglia,Lazio,AR,CM,2013-07-20,2017-07-16,false,1,kaggle_sofifa
158963,L. Biglia,AC Milan,,,2017-07-16,,false,1,api_football_team_487
159034,Steven Vincent Taylor,Newcastle United,GB,CB,2003-01-23,2005-08-01,false,1,kaggle_sofifa
159034,S. Taylor,Aston Villa,,,2005-08-01,2009-06-23,false,1,api_football_team_66
159034,S. Taylor,Manchester City,,,2009-06-23,,false,1,api_football_team_66
159065,E. Lavezzi,Napoli,,,2007-08-01,2012-07-01,false,1,api_football_team_492
159065,E. Lavezzi,Paris Saint-Germain,,,2012-07-02,2016-02-19,false,1,api_football_team_85
159074,Dean Shiels,Rangers FC,,,2012-08-01,,false,1,api_football_team_257
159145,B. Gomis,Lyon,,,2009-07-29,2014-07-01,false,1,api_football_team_80
159145,B. Gomis,Marseille,,,2016-07-29,2018-08-23,true,1,api_football_team_81
159145,B. Gomis,Al Hilal,FR,ST,2018-08-23,2022-02-02,false,1,api_football_team_2932
159240,M. Krohn-Dehli,Sevilla FC,,,2015-07-01,2018-01-29,false,1,api_football_team_536
159287,Riccardo Montolivo,Fiorentina,,,2005-08-01,2012-07-01,false,1,api_football_team_502
159391,Ian Black,Rangers FC,,,2012-07-28,2015-09-14,false,1,api_football_team_257
160310,Jesús Gámez Duarte,Atletico Madrid,,,2014-08-06,2016-07-08,false,1,api_football_team_530
160766,J. Ménez,Monaco,,,2006-08-01,2008-08-27,false,1,api_football_team_91
160766,J. Ménez,AS Roma,,,2008-08-27,2011-07-25,false,1,api_football_team_91
160766,J. Ménez,Paris Saint-Germain,,,2011-07-25,2014-06-12,false,1,api_football_team_85
160766,J. Ménez,AC Milan,,,2014-07-01,,false,1,api_football_team_85
161648,H. Ben Arfa,Marseille,,,2008-08-01,2010-08-29,false,1,api_football_team_81
161648,H. Ben Arfa,Newcastle United,,,2010-08-29,2016-07-01,false,1,api_football_team_81
161648,H. Ben Arfa,Lille OSC,,,2022-01-19,,false,1,api_football_team_79
161703,Juan Emmanuel Culio,Galatasaray,,,2011-01-06,2013-08-08,false,1,api_football_team_645
161844,Niklas Hoheneder,RB Leipzig,AT,CB,2012-01-31,2015-07-01,false,1,api_football_team_173
161956,Borja Valero Iglesias,Fiorentina,ES,CM,2012-08-01,2017-07-10,false,1,kaggle_sofifa
161956,Borja Iglesias,Bayer Leverkusen,,,2024-01-27,2024-07-01,true,1,api_football_team_168
161999,Abdoulay Konko,Sevilla FC,,,2008-07-01,2011-01-21,false,1,api_football_team_536
161999,Abdoulay Konko,Lazio,,,2011-07-04,2016-08-19,false,1,api_football_team_487
162131,Fernando Torres,Liverpool FC,,,2007-07-04,2011-02-01,false,1,api_football_team_40
162131,Fernando Torres,Chelsea FC,,,2011-02-01,2013-07-01,false,1,api_football_team_49
162131,Fernando Javier Llorente Torres,Juventus,ES,ST,2013-07-01,2015-01-05,false,1,kaggle_sofifa
162131,Fernando Torres,AC Milan,,,2015-01-05,2015-08-31,false,1,api_football_team_489
162131,Fernando Javier Llorente Torres,Sevilla FC,ES,ST,2015-08-31,2016-07-04,false,1,kaggle_sofifa
162131,Fernando Torres,Atletico Madrid,,,2016-07-04,2017-08-31,false,1,api_football_team_489
162131,Fernando Javier Llorente Torres,Napoli,ES,ST,2019-09-02,2020-08-04,false,1,kaggle_sofifa
162131,Fernando Torres,Manchester City,,,2020-08-04,2022-01-11,false,1,api_football_team_50
162131,Fernando Torres,FC Barcelona,,,2022-01-11,,false,1,api_football_team_50
162223,A. Baumjohann,Borussia Mönchengladbach,,,2007-01-04,2009-07-01,false,1,api_football_team_163
162223,A. Baumjohann,Bayern Munich,,,2009-07-01,2019-07-24,false,1,api_football_team_163
162280,A. Mierzejewski,Trabzonspor,,,2011-07-01,2014-07-01,false,1,api_football_team_998
162297,D. Padelli,Liverpool FC,,,2007-01-02,2017-07-01,true,1,api_football_team_40
162297,D. Padelli,Inter Milan,,,2017-07-01,2021-07-01,false,1,api_football_team_505
162328,R. Pasveer,PSV Eindhoven,,,2014-07-01,2017-07-05,false,1,api_football_team_197
162329,Karim El Ahmadi Al Aroos,Aston Villa,,,2012-07-02,2014-09-01,false,1,api_football_team_66
162329,Karim El Ahmadi Al Aroos,Feyenoord,MA,CM,2014-09-01,2018-07-09,false,1,api_football_team_209
162409,G. Rossi,Newcastle United,,,2006-08-31,2013-01-07,true,1,api_football_team_34
162409,G. Rossi,Fiorentina,,,2017-07-01,,false,1,api_football_team_502
162503,O. Gladkyi,Shakhtar Donetsk,,,2014-07-02,2016-07-01,false,1,api_football_team_550
162503,O. Gladkyi,Dynamo Kyiv,,,2016-07-01,2017-09-15,false,1,api_football_team_572
162835,S. Handanovič,Lazio,,,2006-01-01,2012-07-01,true,1,api_football_team_487
162835,S. Handanovič,Inter Milan,,,2012-07-10,,false,1,api_football_team_505
163264,T. Heaton,Aston Villa,GB,GK,2019-08-01,2021-07-02,false,1,api_football_team_66
163303,G. Whelan,Aston Villa,IE,CDM,2017-07-20,2019-08-15,false,1,api_football_team_66
163418,Y. Kaboul,Tottenham Hotspur,,,2010-01-30,2015-07-16,false,1,api_football_team_47
163419,B. Sagna,Arsenal FC,,,2007-07-12,2014-07-01,false,1,api_football_team_42
163423,Vassiriki Abou Diaby,Arsenal FC,FR,CM,2006-01-13,2015-07-29,false,1,api_football_team_42
163491,A. Lazzari,Fiorentina,,,2014-07-01,2015-07-20,false,1,api_football_team_502
